feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,genre
21.18461799621582,3.1194040775299072,3.457733154296875,2.2260313034057617,1.8348690271377563,-4.57197904586792,9.270257949829102,-0.29959797859191895,2.2631218433380127,0.4261507987976074,82561.07443883458,1654.2877766959652,581850.2101051614,3530.866871002132,1.4578833997802576e-06,0.001977782929316163,0.0007225029137758656,0.10842238306236673,0.5582776441236746,1.0,0.0,0.0,125.01666666666667,0.0,938.0,210.0,24.499714748859326,70.0,4.0,938.0,blues
77.45775604248047,5.234729290008545,6.481889724731445,4.098783493041992,2.159468173980713,-13.517208099365234,10.596757888793945,1.7457382678985596,1.839388370513916,1.1225018501281738,240702.75227417526,1364.9269340676058,1991310.6755982141,3094.6411913646057,6.0931688494747505e-06,0.0030232721474021673,1.3380561106311061e-05,0.07055247617937101,0.551390002673082,0.0,0.0,0.0,0.0,0.0,938.0,267.0,24.499714748859326,94.0,3.0,932.0,blues
23.83699607849121,4.444128036499023,4.489752769470215,1.5555247068405151,1.2893848419189453,-1.5805977582931519,10.60768985748291,-1.4120111465454102,1.2214175462722778,0.41786739230155945,125791.25813014129,1472.9778261791298,576701.698662388,2886.785381130064,1.8334526430408005e-06,0.002020352054387331,0.000425087481356548,0.10216061850346482,0.5038715138554754,1.0,0.0,0.0,156.26666666666665,0.0,938.0,255.0,30.867706328507765,3.0,3.0,938.0,blues
49.60625457763672,4.718095302581787,3.183928966522217,1.7652720212936401,1.5853276252746582,-13.266894340515137,13.01563835144043,1.034149169921875,1.92792546749115,0.7488928437232971,125838.0228407833,993.2264242728568,1001274.1994498147,2040.1702425373135,9.778877029020805e-06,0.003225589171051979,4.5901065141313655e-05,0.043884407482675906,0.6085182215094002,0.0,0.0,0.0,0.0,0.0,938.0,198.0,20.601722307054366,50.0,3.0,903.0,blues
47.70880889892578,11.221357345581055,2.62111496925354,2.2104101181030273,1.7084884643554688,-7.0784196853637695,9.283130645751953,-1.2469934225082397,0.27336007356643677,-1.1779721975326538,302169.00540564116,1795.6620345833758,1373471.177914534,3531.774720149254,1.855750838331005e-06,0.001934763859026134,0.005195270511466381,0.1355547874466951,0.5391071905907512,0.0,0.0,0.0,0.0,0.0,938.0,251.0,29.135235094880613,47.0,5.0,938.0,blues
78.06791687011719,26.942214965820312,4.919948101043701,3.2585418224334717,1.7882486581802368,-8.79889965057373,9.982617378234863,0.47809481620788574,1.187682867050171,-0.4172242283821106,921558.4975885596,1796.8497589200167,2922243.189451522,3455.4987340085286,4.761003310704837e-06,0.001963455695658922,0.0001182754074850666,0.12389017523987207,0.5050521251002408,0.0,0.0,0.0,0.0,0.0,938.0,385.0,18.354047994837977,281.0,4.0,938.0,blues
121.91292572021484,23.04196548461914,11.24615478515625,5.449886322021484,3.1670355796813965,-9.671300888061523,12.519813537597656,-2.282805919647217,4.325815200805664,0.7839654088020325,396085.67149786075,1458.7320853804927,1387714.9934458372,2798.3075692963753,9.174015758617315e-06,0.0030397316440939903,0.0013673484045488408,0.09827623184301706,0.5329457364341086,0.0,0.0,0.0,0.0,0.0,938.0,259.0,21.826764464562746,114.0,3.0,938.0,blues
67.94725036621094,14.14798641204834,4.793842792510986,4.548140048980713,3.141766309738159,-9.047370910644531,11.155112266540527,-0.39951226115226746,3.6143481731414795,1.3734415769577026,402002.0708948015,1428.3104983945104,1351606.5829656308,2908.7819829424307,6.0787733673350886e-06,0.002976411022245884,7.853398585431062e-05,0.08244665345149253,0.5705649113427782,0.0,0.0,0.0,0.0,0.0,938.0,339.0,29.135235094880613,200.0,3.0,938.0,blues
20.669946670532227,3.8336315155029297,4.567442893981934,1.7994575500488281,1.3779628276824951,-5.2055864334106445,9.186186790466309,0.39216694235801697,2.5310258865356445,0.6780790090560913,127824.5880817225,1589.1041435522284,863504.6705794977,3493.3119003198294,1.997449089685688e-06,0.0022991232108324766,4.617656627970329e-05,0.08247892790511727,0.5751670676289763,0.0,0.0,0.0,0.0,0.0,938.0,158.0,23.12465141947715,3.0,3.0,928.0,blues
81.6434555053711,7.998225688934326,5.6453752517700195,3.7705910205841064,4.0960798263549805,-12.748151779174805,9.520411491394043,1.0562067031860352,1.4614094495773315,-1.267318844795227,300896.2370898166,1731.5537539627026,1232376.909989357,3745.2275453091684,2.384111439823755e-06,0.002200329676270485,0.0036877669833102634,0.10369573727345416,0.5647643232647241,0.0,0.0,0.0,0.0,0.0,938.0,218.0,18.354047994837977,4.0,4.0,938.0,blues
84.2253189086914,12.883645057678223,7.917339324951172,4.022928714752197,1.6489893198013306,-7.9530205726623535,11.932598114013672,-1.1456011533737183,0.6521296501159668,-1.502387285232544,175088.13173344822,1409.967052398335,1223466.0495945339,2809.285047974414,1.4287847989180591e-05,0.003131684847176075,0.0019292693861504386,0.08542735541044776,0.5314577207520271,0.0,0.0,0.0,0.0,0.0,938.0,172.0,16.351597831287414,2.0,5.0,938.0,blues
59.197837829589844,11.733549118041992,3.205993413925171,2.5669071674346924,2.0917258262634277,-21.20590591430664,10.94727897644043,1.9773733615875244,2.6643693447113037,1.1489320993423462,411943.3869280102,1295.3599790359222,2335377.257473608,2802.921775053305,1.0264433512929827e-05,0.0033621047623455524,0.002304442185393206,0.05679366837686567,0.6272208856811905,1.0,0.0,0.0,156.06060606060606,0.0,938.0,387.0,20.601722307054366,265.0,3.0,878.0,blues
55.17759323120117,7.9349188804626465,6.514232635498047,4.731639862060547,2.6756513118743896,-11.197627067565918,10.465097427368164,0.056030936539173126,4.724069118499756,-0.38693302869796753,257733.2423707898,1331.552922689848,900376.3139497465,2731.3682702558635,6.4482119341846555e-06,0.0031573937740176916,0.0025121854046825636,0.09309045592350747,0.5513365410318097,1.0,0.0,0.0,170.3125,0.0,938.0,489.0,30.867706328507765,405.0,3.0,938.0,blues
28.208242416381836,4.773803234100342,7.017413139343262,2.3341872692108154,2.2967889308929443,-13.017239570617676,11.111335754394531,1.6425491571426392,3.611372709274292,0.37606292963027954,157210.2078177221,1198.2429460847372,782856.3117688734,2446.9033182302774,8.076131052803248e-06,0.0035124404821544886,0.0012169660491804096,0.06808816547841151,0.5406397576405595,0.0,0.0,0.0,0.0,0.0,938.0,285.0,30.867706328507765,21.0,3.0,938.0,blues
130.5176239013672,6.561393737792969,11.608912467956543,2.8608670234680176,2.7112255096435547,-21.39739990234375,11.010537147521973,1.520867109298706,3.9521100521087646,0.9092195630073547,170519.31321054112,1082.5327425112387,827707.4382957022,2132.1295309168445,1.259157397726085e-05,0.005470918025821447,0.0003080030262195745,0.060030483742004266,0.6077831239419049,0.0,0.0,0.0,0.0,0.0,938.0,236.0,29.135235094880613,28.0,3.0,902.0,blues
